,product_name_on_flipkart,retail_price_on_flipkart,discounted_price_on_flipkart,product_name_on_amazon,retail_price_on_amazon,discounted_price_on_amazon
188,"q&q lla2-213 digital watch  - for boys, girls",626,822,"q&q lla2-213 digital watch  - for boys, girls",645.0,645.0
189,belle gambe winter boots,3498,1943,belle gambe winter boots,3499.0,1695.0
190,"hala red in black trendy digital digital watch  - for boys, girls, men",398,180,"hala red in black trendy digital digital watch  - for boys, girls, men",399.0,159.0
191,kielz ladies boots,2485,1518,kielz ladies boots,2499.0,1249.0
192,kielz boots,2496,2566,kielz boots,2499.0,1999.0
193,"franck bella fb74c analog watch  - for boys, men",1295,931,"franck bella fb74c analog watch  - for boys, men",1299.0,780.0
194,carlton london boots,2279,2871,carlton london boots,2295.0,2295.0
195,ridas apl_led_black apple shape digital watch  - for boys,331,298,ridas apl_led_black apple shape digital watch  - for boys,349.0,249.0
196,shuz touch boots,4485,5839,shuz touch boots,4495.0,4495.0
197,la briza andria boots,2085,2641,la briza andria boots,2099.0,2099.0
198,"skmei 1070blk sports analog-digital watch  - for men, boys",2343,1456,"skmei 1070blk sports analog-digital watch  - for men, boys",2345.0,1179.0
199,kielz ladies boots,1883,1236,kielz ladies boots,1899.0,999.0
200,carlton london boots,1988,2334,carlton london boots,1995.0,1995.0
201,"skmei ad1057-dark-orange sports analog-digital watch  - for men, boys",1784,1327,"skmei ad1057-dark-orange sports analog-digital watch  - for men, boys",1799.0,1199.0
202,urban country ladies boots,3296,2015,urban country ladies boots,3299.0,1650.0
203,now sp-ethnic analog watch  - for boys,586,767,now sp-ethnic analog watch  - for boys,600.0,600.0
204,"disney msfr190-01b analog watch  - for boys, girls",1344,1597,"disney msfr190-01b analog watch  - for boys, girls",1350.0,1350.0
205,get glamr designer yuvu boots,3483,3565,get glamr designer yuvu boots,3499.0,2799.0
206,kielz boots,2481,3094,kielz boots,2499.0,2399.0
207,belle gambe boots,3985,1979,belle gambe boots,3999.0,1765.0
208,remson india boots,3993,2458,remson india boots,3999.0,1999.0
209,steppings trendy boots,1592,734,steppings trendy boots,1599.0,639.0
210,jacques farel kwd2324 analog watch  - for boys,2838,1748,jacques farel kwd2324 analog watch  - for boys,2850.0,1567.0
211,rialto boots,2786,2165,rialto boots,2795.0,1800.0
212,salt n pepper 13-455 pisa black boots,4993,4661,salt n pepper 13-455 pisa black boots,4995.0,3746.0
213,"oxter chrono blue italia analog watch  - for men, boys",988,354,"oxter chrono blue italia analog watch  - for men, boys",999.0,299.0
214,klaur melbourne boots,3480,1868,klaur melbourne boots,3499.0,1574.0
215,"positif pfbk612 analog watch  - for men, boys",1086,978,"positif pfbk612 analog watch  - for men, boys",1100.0,800.0
216,selfie boots,1183,751,selfie boots,1200.0,599.0
217,"d'signer 688rgm _brn analog watch  - for men, boys",8975,10759,"d'signer 688rgm _brn analog watch  - for men, boys",8995.0,8545.0
218,salt n pepper 13-019 femme taupe boots boots,4181,2524,salt n pepper 13-019 femme taupe boots boots,4195.0,2050.0
219,"franck bella fb127a analog watch  - for boys, men",1232,1292,"franck bella fb127a analog watch  - for boys, men",1250.0,999.0
220,get glamr stylish boots,1992,596,get glamr stylish boots,1999.0,499.0
221,"felix 3541 w-s metal analog watch  - for boys, girls",1340,719,"felix 3541 w-s metal analog watch  - for boys, girls",1350.0,555.0
222,steppings trendy boots,1789,910,steppings trendy boots,1799.0,719.0
223,steppings boots boots,3186,3195,steppings boots boots,3199.0,2559.0
224,"skmei dg0939-red sports digital watch  - for men, boys",1488,1206,"skmei dg0939-red sports digital watch  - for men, boys",1499.0,999.0
225,do bhai boots,798,904,do bhai boots,799.0,699.0
226,"vizion 8502-4blue sports series digital watch  - for boys, girls",1076,736,"vizion 8502-4blue sports series digital watch  - for boys, girls",1095.0,595.0
227,steppings boots boots,3191,3097,steppings boots boots,3199.0,2559.0
228,steppings trendy boots,3484,2367,steppings trendy boots,3499.0,2099.0
229,sam stefy boots,1041,565,sam stefy boots,1050.0,449.0
230,ten ten women's tan mid length boots boots,4491,2440,ten ten women's tan mid length boots boots,4495.0,1895.0
231,remson india boots,3982,2284,remson india boots,3999.0,1999.0
232,get glamr dazzle boots,3482,584,get glamr dazzle boots,3499.0,499.0
233,"jack klein goldjack analog watch  - for boys, men",1989,296,"jack klein goldjack analog watch  - for boys, men",1999.0,262.0
234,dearfoams boots,1812,2278,dearfoams boots,1820.0,1820.0
235,"fastrack 38015pl01 analog watch  - for men, boys",2494,2798,"fastrack 38015pl01 analog watch  - for men, boys",2495.0,2495.0
236,kielz ladies boots,2787,1488,kielz ladies boots,2799.0,1299.0
237,"a avon pk_504 analog watch  - for men, boys",2498,1545,"a avon pk_504 analog watch  - for men, boys",2499.0,1249.0
238,kielz ladies boots,1987,1233,kielz ladies boots,1999.0,999.0
239,"franck bella fb0122dd analog watch  - for men, boys",1288,1262,"franck bella fb0122dd analog watch  - for men, boys",1299.0,1039.0
240,catwalk boots,2079,1256,catwalk boots,2095.0,999.0
241,rialto boots,3289,2696,rialto boots,3295.0,2395.0
242,salt n pepper 12-298 taupe boots,4388,2443,salt n pepper 12-298 taupe boots,4395.0,2150.0
243,"alfajr wq18 qibla compass digital watch  - for men, boys, girls",8977,8511,"alfajr wq18 qibla compass digital watch  - for men, boys, girls",8995.0,7495.0
244,magnum footwear lifestyle boots,5983,4146,magnum footwear lifestyle boots,5999.0,3199.0
245,steppings trendy boots,3580,2780,steppings trendy boots,3599.0,2519.0
246,"sale funda sfgfu694 analog watch  - for boys, men",2484,728,"sale funda sfgfu694 analog watch  - for boys, men",2499.0,599.0
247,steppings trendy boots,2179,1295,steppings trendy boots,2199.0,1099.0
248,"britex bt2050+bt3101 he & she analog watch  - for couple, women, men, boys, girls",1976,819,"britex bt2050+bt3101 he & she analog watch  - for couple, women, men, boys, girls",1990.0,699.0
249,tsg kelz boots,2646,3402,tsg kelz boots,2650.0,2650.0
250,"3wish cur-blue silver blue 8023 analog watch  - for boys, men",2994,1131,"3wish cur-blue silver blue 8023 analog watch  - for boys, men",2999.0,995.0
251,j.d.h. 111-222 boots,1495,767,j.d.h. 111-222 boots,1500.0,599.0
252,"disney 98189 analog watch  - for boys, girls",1794,1032,"disney 98189 analog watch  - for boys, girls",1800.0,900.0
253,get glamr designer snowra boots,2793,2605,get glamr designer snowra boots,2799.0,2239.0
254,"lenco dcompass2010 quazi analog-digital watch  - for men, boys",1997,1102,"lenco dcompass2010 quazi analog-digital watch  - for men, boys",1999.0,849.0
255,pinza black christmas boots,3335,2334,pinza black christmas boots,3350.0,1900.0
256,kielz ladies boots,2781,1560,kielz ladies boots,2799.0,1299.0
257,salt n pepper 13-552 rebacca almond boots,3482,2941,salt n pepper 13-552 rebacca almond boots,3495.0,2621.0
258,"rockstar r_056 chrono analog watch  - for men, boys",1287,333,"rockstar r_056 chrono analog watch  - for men, boys",1299.0,299.0
259,disney dw100405 digital watch  - for boys,1477,1641,disney dw100405 digital watch  - for boys,1495.0,1345.0
260,selfie boots,1185,710,selfie boots,1200.0,599.0
261,"vizion 8502-7purple sports series digital watch  - for boys, girls",1075,701,"vizion 8502-7purple sports series digital watch  - for boys, girls",1095.0,595.0
262,belle gambe boots,3482,2301,belle gambe boots,3499.0,1795.0
263,"disney lp-1008 (yellow) analog watch  - for boys, girls",784,995,"disney lp-1008 (yellow) analog watch  - for boys, girls",795.0,795.0
264,"elantra s 10 analog watch  - for boys, men",2136,1094,"elantra s 10 analog watch  - for boys, men",2150.0,950.0
265,willy winkies black boots,1484,1117,willy winkies black boots,1499.0,999.0
266,"marvel dw100243 digital watch  - for boys, girls",282,348,"marvel dw100243 digital watch  - for boys, girls",299.0,299.0
267,djh boots,980,578,djh boots,999.0,499.0
268,"franck bella fb123d analog watch  - for men, boys",1636,1543,"franck bella fb123d analog watch  - for men, boys",1645.0,1316.0
269,get glamr stylish boots,1981,631,get glamr stylish boots,1999.0,499.0
270,"skmei dg1010-black-gold sports digital watch  - for men, boys, women, girls",1286,1068,"skmei dg1010-black-gold sports digital watch  - for men, boys, women, girls",1299.0,899.0
271,magnum footwear lifestyle boots,5990,4243,magnum footwear lifestyle boots,5999.0,3599.0
272,pinza blue cowboy boots,3241,2105,pinza blue cowboy boots,3250.0,1800.0
273,magnum footwear lifestyle boots,3591,2737,magnum footwear lifestyle boots,3599.0,2399.0
274,steppings trendy boots,2182,1234,steppings trendy boots,2199.0,1099.0
275,"eleganzza denim denim analog watch  - for men, women, boys, girls, couple",1298,648,"eleganzza denim denim analog watch  - for men, women, boys, girls, couple",1299.0,499.0
276,catbird boots,1385,1175,catbird boots,1399.0,999.0
277,bruno manetti 664 boots,2998,1485,bruno manetti 664 boots,2999.0,1199.0
278,"lenco bdblue tango analog watch  - for men, boys",1480,682,"lenco bdblue tango analog watch  - for men, boys",1499.0,599.0
279,get glamr designer kuyal boots,2797,2714,get glamr designer kuyal boots,2799.0,2239.0
280,"zoop c4040pp03 digital watch  - for boys, girls",745,905,"zoop c4040pp03 digital watch  - for boys, girls",750.0,750.0
281,"shoppingekart ds0222 rewin pack of 3 digital watch  - for boys, girls, couple, men",2381,535,"shoppingekart ds0222 rewin pack of 3 digital watch  - for boys, girls, couple, men",2399.0,479.0
282,stylistry maxis sa3228-25relong1712 boots,2294,2031,stylistry maxis sa3228-25relong1712 boots,2299.0,1599.0
283,steppings trendy boots,1780,820,steppings trendy boots,1799.0,719.0
284,salt n pepper 14-475 dorthea almond boots boots,4684,4359,salt n pepper 14-475 dorthea almond boots boots,4695.0,3521.0
285,"d'signer 681gm_wht analog watch  - for men, boys",6979,8225,"d'signer 681gm_wht analog watch  - for men, boys",6995.0,6645.0
286,rialto boots,2487,1990,rialto boots,2495.0,1799.0
287,"swissfire 205sm005 analog watch  - for boys, men",2176,1500,"swissfire 205sm005 analog watch  - for boys, men",2195.0,1207.0
288,get glamr designer uggy boots,3490,3140,get glamr designer uggy boots,3499.0,2799.0
289,"a avon pk_741 analog watch  - for men, boys",1285,803,"a avon pk_741 analog watch  - for men, boys",1299.0,639.0
290,carl 3346-1-cheetablue boots,2296,1398,carl 3346-1-cheetablue boots,2299.0,1149.0
291,logues lgswatch61003pp digi yellow sports analog-digital watch  - for boys,1233,1407,logues lgswatch61003pp digi yellow sports analog-digital watch  - for boys,1235.0,1235.0
292,kielz ladies boots,2787,1637,kielz ladies boots,2799.0,1299.0
293,swag 670014 analog watch  - for boys,1498,740,swag 670014 analog watch  - for boys,1499.0,599.0
294,"zoop c3030pp05 analog watch  - for boys, girls",632,807,"zoop c3030pp05 analog watch  - for boys, girls",650.0,650.0
295,20dresses brown shiver me timbers boots,2785,3165,20dresses brown shiver me timbers boots,2795.0,2795.0
296,"ezyprnt ""rh"" golf ball -   size: 4.26 cm,  diameter: 4.26 cm",1181,656,"ezyprnt ""rh"" golf ball -   size: 4.26 cm,  diameter: 4.26 cm",1195.0,595.0
297,"ezyprnt ""bc"" golf ball -   size: 4,  diameter: 4.26 cm",1177,744,"ezyprnt ""bc"" golf ball -   size: 4,  diameter: 4.26 cm",1195.0,595.0
298,"ezyprnt ""ol"" golf ball -   size: 4.26 cm,  diameter: 4.26 cm",1176,730,"ezyprnt ""ol"" golf ball -   size: 4.26 cm,  diameter: 4.26 cm",1195.0,595.0
299,"ezyprnt ""cv"" golf ball -   size: 4,  diameter: 4.26 cm",1189,721,"ezyprnt ""cv"" golf ball -   size: 4,  diameter: 4.26 cm",1195.0,595.0
300,traditions printed protective men's gloves,491,507,traditions printed protective men's gloves,500.0,399.0
301,first choice cotton embroidered diwan set,2192,1178,first choice cotton embroidered diwan set,2199.0,979.0
302,eccellente solid hip hop cap,879,422,eccellente solid hip hop cap,899.0,336.0
303,nechams resin magnetic magnetic melamine small whiteboards,1798,977,nechams resin magnetic magnetic melamine small whiteboards,1799.0,799.0
304,traditions printed protective men's gloves,485,442,traditions printed protective men's gloves,500.0,399.0
305,first choice cotton embroidered diwan set,2197,1181,first choice cotton embroidered diwan set,2199.0,979.0
306,first choice cotton embroidered diwan set,2194,1090,first choice cotton embroidered diwan set,2199.0,979.0
307,jaspo thunder intact superior senior skates combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years skating kit,1380,923,jaspo thunder intact superior senior skates combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years skating kit,1399.0,770.0
308,masaba for magic fairy girl's layered pink dress,1758,1840,masaba for magic fairy girl's layered pink dress,1775.0,1598.0
309,momin libas ak2414 kashibo solid abaya no,3981,3033,momin libas ak2414 kashibo solid abaya no,3999.0,2398.0
310,acm pouch for swipe elite plus,989,376,acm pouch for swipe elite plus,990.0,339.0
311,a r enterprises musical wlking cow,995,361,a r enterprises musical wlking cow,999.0,299.0
312,first choice cotton embroidered diwan set,2186,1132,first choice cotton embroidered diwan set,2199.0,979.0
313,santosh royal fashion cotton embroidered diwan set,2197,1135,santosh royal fashion cotton embroidered diwan set,2199.0,979.0
314,first choice cotton embroidered diwan set,2195,1096,first choice cotton embroidered diwan set,2199.0,979.0
315,shoebuzz casuals,784,316,shoebuzz casuals,799.0,247.0
316,zed loafers,494,629,zed loafers,499.0,499.0
317,house this queen cotton duvet cover,1145,1408,house this queen cotton duvet cover,1160.0,1160.0
318,acm pouch for intex aqua lions 3g,983,419,acm pouch for intex aqua lions 3g,990.0,339.0
319,womaniya alloy bracelet,1992,1450,womaniya alloy bracelet,2000.0,1200.0
320,taj pearl alloy cuff,662,469,taj pearl alloy cuff,665.0,399.0
321,jaspo saphire dual shoe skates combo size 5 skating kit,2293,1636,jaspo saphire dual shoe skates combo size 5 skating kit,2299.0,1270.0
322,taj pearl alloy cuff,660,472,taj pearl alloy cuff,665.0,399.0
323,bento musical teddy bear,192,73,bento musical teddy bear,199.0,63.0
324,wake up competition full sleeve striped men's sweatshirt,1483,948,wake up competition full sleeve striped men's sweatshirt,1495.0,748.0
325,taj pearl alloy cuff,648,504,taj pearl alloy cuff,665.0,399.0
326,taj pearl alloy cuff,653,512,taj pearl alloy cuff,665.0,399.0
327,cellbazaar blackberry 8520 white lcd lcd,4990,1296,cellbazaar blackberry 8520 white lcd lcd,5000.0,1000.0
328,dressberry gold synthetic  clutch,1279,1522,dressberry gold synthetic  clutch,1299.0,1299.0
329,mast & harbour black synthetic  clutch,1882,2324,mast & harbour black synthetic  clutch,1899.0,1899.0
330,jqr jqr sports shoes running shoes,1286,1566,jqr jqr sports shoes running shoes,1299.0,1299.0
331,sisel printed poly cotton women's stole,282,159,sisel printed poly cotton women's stole,299.0,128.0
332,jqr jqr sports shoes running shoes,990,1218,jqr jqr sports shoes running shoes,999.0,999.0
333,"knight ace kraasa sports running shoes, cycling shoes, walking shoes",1289,580,"knight ace kraasa sports running shoes, cycling shoes, walking shoes",1299.0,499.0
